Code 1,Code Description Text,Full Description text,length
D267,"BENIGN NEOPLASM, OTHER PARTS OF UTERUS","BENIGN NEOPLASM, OTHER PARTS OF UTERUS",4
D269,"BENIGN NEOPLASM, UTERUS, UNSPECIFIED","BENIGN NEOPLASM, UTERUS, UNSPECIFIED",4
D27,BENIGN NEOPLASM OF OVARY,BENIGN NEOPLASM OF OVARY,3
D27X,BENIGN NEOPLASM OF OVARY,BENIGN NEOPLASM OF OVARY,4
D28,BENIGN NEOPLASM OF OTHER AND UNSPECIFIED FEMALE GENITAL ORGANS,BENIGN NEOPLASM OF OTHER AND UNSPECIFIED FEMALE GENITAL ORGANS,3
D280,"BENIGN NEOPLASM, VULVA","BENIGN NEOPLASM, VULVA",4
D281,"BENIGN NEOPLASM, VAGINA","BENIGN NEOPLASM, VAGINA",4
D282,"BENIGN NEOPLASM, UTERINE TUBE","BENIGN NEOPLASM, UTERINE TUBE",4
D287,"BENIGN NEOPLASM, OTHER SPECIFIED FEMALE GENITAL ORGANS","BENIGN NEOPLASM, OTHER SPECIFIED FEMALE GENITAL ORGANS",4
D289,"BENIGN NEOPLASM, FEMALE GENITAL ORGAN, UNSPECIFIED","BENIGN NEOPLASM, FEMALE GENITAL ORGAN, UNSPECIFIED",4
D29,BENIGN NEOPLASM OF MALE GENITAL ORGANS,BENIGN NEOPLASM OF MALE GENITAL ORGANS,3
D290,"BENIGN NEOPLASM, PENIS","BENIGN NEOPLASM, PENIS",4
D291,"BENIGN NEOPLASM, PROSTATE","BENIGN NEOPLASM, PROSTATE",4
D292,"BENIGN NEOPLASM, TESTIS","BENIGN NEOPLASM, TESTIS",4
D293,"BENIGN NEOPLASM, EPIDIDYMIS","BENIGN NEOPLASM, EPIDIDYMIS",4
D294,"BENIGN NEOPLASM, SCROTUM","BENIGN NEOPLASM, SCROTUM",4
D297,"BENIGN NEOPLASM, OTHER MALE GENITAL ORGANS","BENIGN NEOPLASM, OTHER MALE GENITAL ORGANS",4
D299,"BENIGN NEOPLASM, MALE GENITAL ORGAN, UNSPECIFIED","BENIGN NEOPLASM, MALE GENITAL ORGAN, UNSPECIFIED",4
D30,BENIGN NEOPLASM OF URINARY ORGANS,BENIGN NEOPLASM OF URINARY ORGANS,3
D300,"BENIGN NEOPLASM, KIDNEY","BENIGN NEOPLASM, KIDNEY",4
D301,"BENIGN NEOPLASM, RENAL PELVIS","BENIGN NEOPLASM, RENAL PELVIS",4
D302,"BENIGN NEOPLASM, URETER","BENIGN NEOPLASM, URETER",4
D303,"BENIGN NEOPLASM, BLADDER","BENIGN NEOPLASM, BLADDER",4
D304,"BENIGN NEOPLASM, URETHRA","BENIGN NEOPLASM, URETHRA",4
D307,"BENIGN NEOPLASM, OTHER URINARY ORGANS","BENIGN NEOPLASM, OTHER URINARY ORGANS",4
D309,"BENIGN NEOPLASM, URINARY ORGAN, UNSPECIFIED","BENIGN NEOPLASM, URINARY ORGAN, UNSPECIFIED",4
D31,BENIGN NEOPLASM OF EYE AND ADNEXA,BENIGN NEOPLASM OF EYE AND ADNEXA,3
D310,"BENIGN NEOPLASM, CONJUNCTIVA","BENIGN NEOPLASM, CONJUNCTIVA",4
D311,"BENIGN NEOPLASM, CORNEA","BENIGN NEOPLASM, CORNEA",4
D312,"BENIGN NEOPLASM, RETINA","BENIGN NEOPLASM, RETINA",4
D313,"BENIGN NEOPLASM, CHOROID","BENIGN NEOPLASM, CHOROID",4
D314,"BENIGN NEOPLASM, CILIARY BODY","BENIGN NEOPLASM, CILIARY BODY",4
D315,"BENIGN NEOPLASM, LACRIMAL GLAND AND DUCT","BENIGN NEOPLASM, LACRIMAL GLAND AND DUCT",4
D316,"BENIGN NEOPLASM, ORBIT, UNSPECIFIED","BENIGN NEOPLASM, ORBIT, UNSPECIFIED",4
D319,"BENIGN NEOPLASM, EYE, UNSPECIFIED","BENIGN NEOPLASM, EYE, UNSPECIFIED",4
D32,BENIGN NEOPLASM OF MENINGES,BENIGN NEOPLASM OF MENINGES,3
D320,"BENIGN NEOPLASM, CEREBRAL MENINGES","BENIGN NEOPLASM, CEREBRAL MENINGES",4
D321,"BENIGN NEOPLASM, SPINAL MENINGES","BENIGN NEOPLASM, SPINAL MENINGES",4
D329,"BENIGN NEOPLASM, MENINGES, UNSPECIFIED","BENIGN NEOPLASM, MENINGES, UNSPECIFIED",4
D33,BENIGN NEOPLASM OF BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM,BENIGN NEOPLASM OF BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM,3
D330,"BENIGN NEOPLASM, BRAIN, SUPRATENTORIAL","BENIGN NEOPLASM, BRAIN, SUPRATENTORIAL",4
D331,"BENIGN NEOPLASM, BRAIN, INFRATENTORIAL","BENIGN NEOPLASM, BRAIN, INFRATENTORIAL",4
D332,"BENIGN NEOPLASM, BRAIN, UNSPECIFIED","BENIGN NEOPLASM, BRAIN, UNSPECIFIED",4
D333,"BENIGN NEOPLASM, CRANIAL NERVES","BENIGN NEOPLASM, CRANIAL NERVES",4
D334,"BENIGN NEOPLASM, SPINAL CORD","BENIGN NEOPLASM, SPINAL CORD",4
D337,"BENIGN NEOPLASM, OTHER SPECIFIED PARTS OF CENTRAL NERVOUS SYSTEM","BENIGN NEOPLASM, OTHER SPECIFIED PARTS OF CENTRAL NERVOUS SYSTEM",4
D339,"BENIGN NEOPLASM, CENTRAL NERVOUS SYSTEM, UNSPECIFIED","BENIGN NEOPLASM, CENTRAL NERVOUS SYSTEM, UNSPECIFIED",4
D34,BENIGN NEOPLASM OF THYROID GLAND,BENIGN NEOPLASM OF THYROID GLAND,3
D34X,BENIGN NEOPLASM OF THYROID GLAND,BENIGN NEOPLASM OF THYROID GLAND,4
D35,BENIGN NEOPLASM OF OTHER AND UNSPECIFIED ENDOCRINE GLANDS,BENIGN NEOPLASM OF OTHER AND UNSPECIFIED ENDOCRINE GLANDS,3
D350,"BENIGN NEOPLASM, ADRENAL GLAND","BENIGN NEOPLASM, ADRENAL GLAND",4
D351,"BENIGN NEOPLASM, PARATHYROID GLAND","BENIGN NEOPLASM, PARATHYROID GLAND",4
D352,"BENIGN NEOPLASM, PITUITARY GLAND","BENIGN NEOPLASM, PITUITARY GLAND",4
D353,"BENIGN NEOPLASM, CRANIOPHARYNGEAL DUCT","BENIGN NEOPLASM, CRANIOPHARYNGEAL DUCT",4
D354,"BENIGN NEOPLASM, PINEAL GLAND","BENIGN NEOPLASM, PINEAL GLAND",4
D355,"BENIGN NEOPLASM, CAROTID BODY","BENIGN NEOPLASM, CAROTID BODY",4
D356,"BENIGN NEOPLASM, AORTIC BODY AND OTHER PARAGANGLIA","BENIGN NEOPLASM, AORTIC BODY AND OTHER PARAGANGLIA",4
D357,"BENIGN NEOPLASM, OTHER SPECIFIED ENDOCRINE GLANDS","BENIGN NEOPLASM, OTHER SPECIFIED ENDOCRINE GLANDS",4
D358,"BENIGN NEOPLASM, PLURIGLANDULAR INVOLVEMENT","BENIGN NEOPLASM, PLURIGLANDULAR INVOLVEMENT",4
D359,"BENIGN NEOPLASM, ENDOCRINE GLAND, UNSPECIFIED","BENIGN NEOPLASM, ENDOCRINE GLAND, UNSPECIFIED",4
D36,BENIGN NEOPLASM OF OTHER AND UNSPECIFIED SITES,BENIGN NEOPLASM OF OTHER AND UNSPECIFIED SITES,3
D360,"BENIGN NEOPLASM, LYMPH NODES","BENIGN NEOPLASM, LYMPH NODES",4
D361,"BENIGN NEOPLASM, PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM","BENIGN NEOPLASM, PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM",4
D367,"BENIGN NEOPLASM, OTHER SPECIFIED SITES","BENIGN NEOPLASM, OTHER SPECIFIED SITES",4
D369,BENIGN NEOPLASM OF UNSPECIFIED SITE,BENIGN NEOPLASM OF UNSPECIFIED SITE,4
D37,NEO OF UNCERTAIN OR UNKNOWN BEHAVIOUR OF ORAL CAVITY AND DIGESTIVE ORGANS,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR OF ORAL CAVITY AND DIGESTIVE ORGANS,3
D370,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, LIP, ORAL CAVITY AND","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, LIP, ORAL CAVITY AND",4
D371,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, STOMACH","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, STOMACH",4
D372,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, SMALL INTESTINE","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, SMALL INTESTINE",4
D373,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, APPENDIX","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, APPENDIX",4
D374,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, COLON","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, COLON",4
D375,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, RECTUM","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, RECTUM",4
D376,"NEOPLASM OF UNCERTAIN/UNKNOWN BEHAVIOUR, LIVER, GALLBLADDER AND BILE DUCTS","NEOPLASM OF UNCERTAIN/UNKNOWN BEHAVIOUR, LIVER, GALLBLADDER AND BILE DUCTS",4
D377,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, OTHER DIGESTIVE ORGANS","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, OTHER DIGESTIVE ORGANS",4
D379,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, DIGESTIVE ORGAN, UNSPECIFIED","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, DIGESTIVE ORGAN, UNSPECIFIED",4
D38,NEO OF UNCERT/UNKN BEHAVIOUR OF MID. EAR/RESPIRATORY/INTRATHORACIC ORGANS,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR OF MIDDLE EAR AND RESPIRATORY AND INTRATHORACIC ORGANS,3
D380,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, LARYNX","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, LARYNX",4
D381,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, TRACHEA, BRONCHUS AND LUNG","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, TRACHEA, BRONCHUS AND LUNG",4
D382,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, PLEURA","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, PLEURA",4
D383,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, MEDIASTINUM","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, MEDIASTINUM",4
D384,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, THYMUS","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, THYMUS",4
D385,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, OTHER RESPIRATORY ORGANS","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, OTHER RESPIRATORY ORGANS",4
D386,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, RESPIRATORY ORGAN, UNSPECIFIED","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, RESPIRATORY ORGAN, UNSPECIFIED",4
D39,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR OF FEMALE GENITAL ORGANS,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR OF FEMALE GENITAL ORGANS,3
D390,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, UTERUS","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, UTERUS",4
D391,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, OVARY","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, OVARY",4
D392,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, PLACENTA","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, PLACENTA",4
D397,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, OTHER FEMALE GENITAL ORGANS","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, OTHER FEMALE GENITAL ORGANS",4
D399,"NEOPLASM OF UNCERTAIN/UNKNOWN BEHAVIOUR, FEMALE GENITAL ORGAN, UNSPECIFIED","NEOPLASM OF UNCERTAIN/UNKNOWN BEHAVIOUR, FEMALE GENITAL ORGAN, UNSPECIFIED",4
D40,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR OF MALE GENITAL ORGANS,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR OF MALE GENITAL ORGANS,3
D400,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, PROSTATE","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, PROSTATE",4
D401,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, TESTIS","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, TESTIS",4
D407,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, OTHER MALE","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, OTHER MALE",4
D409,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, MALE GENITAL ORGAN UNSPECIFIED","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, MALE GENITAL ORGAN UNSPECIFIED",4
D41,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR OF URINARY ORGANS,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR OF URINARY ORGANS,3
D410,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, KIDNEY","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, KIDNEY",4
D411,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, RENAL PELVIS","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, RENAL PELVIS",4
D412,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, URETER","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, URETER",4
D413,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, URETHRA","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, URETHRA",4
D414,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, BLADDER","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, BLADDER",4
D417,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, OTHER URINARY ORGANS","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, OTHER URINARY ORGANS",4
D419,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, URINARY ORGAN, UNSPECIFIED","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, URINARY ORGAN, UNSPECIFIED",4
D42,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR OF MENINGES,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR OF MENINGES,3
D420,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, CEREBRAL MENINGES","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, CEREBRAL MENINGES",4
D421,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, SPINAL MENINGES","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, SPINAL MENINGES",4
D429,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, MENINGES, UNSPECIFIED","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, MENINGES, UNSPECIFIED",4
D43,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR OF BRAIN AND CNS,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR OF BRAIN AND CENTRAL NERVOUS SYSTEM,3
D430,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, BRAIN, SUPRATENTORIAL","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, BRAIN, SUPRATENTORIAL",4
D431,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, BRAIN, INFRATENTORIAL","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, BRAIN, INFRATENTORIAL",4
D432,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, BRAIN, UNSPECIFIED","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, BRAIN, UNSPECIFIED",4
D433,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, CRANIAL NERVES","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, CRANIAL NERVES",4
D434,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, SPINAL CORD","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, SPINAL CORD",4
D437,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, OTHER PARTS OF CNS","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, OTHER PARTS OF CNS",4
D439,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, CNS, UNSPECIFIED","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, CNS, UNSPECIFIED",4
D44,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR OF ENDOCRINE GLANDS,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR OF ENDOCRINE GLANDS,3
D440,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, THYROID GLAND","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, THYROID GLAND",4
D441,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, ADRENAL GLAND","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, ADRENAL GLAND",4
D442,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, PARATHYROID GLAND","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, PARATHYROID GLAND",4
D443,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, PITUITARY GLAND","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, PITUITARY GLAND",4
D444,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, CRANIOPHARYNGEAL DUCT","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, CRANIOPHARYNGEAL DUCT",4
D445,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, PINEAL GLAND","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, PINEAL GLAND",4
D446,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, CAROTID BODY","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, CAROTID BODY",4
D447,"NEOPLASM OF UNCERTAIN/UNKNOWN BEHAVIOUR, AORTIC BODY AND OTHER PARAGANGLIA","NEOPLASM OF UNCERTAIN/UNKNOWN BEHAVIOUR, AORTIC BODY AND OTHER PARAGANGLIA",4
D448,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, PLURIGLANDULAR INVOLVEMENT","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, PLURIGLANDULAR INVOLVEMENT",4
D449,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, ENDOCRINE GLAND, UNSPECIFIED","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, ENDOCRINE GLAND, UNSPECIFIED",4
D45,POLYCYTHAEMIA VERA,POLYCYTHAEMIA VERA,3
D45X,POLYCYTHAEMIA VERA,POLYCYTHAEMIA VERA,4
D46,MYELODYSPLASTIC SYNDROMES,MYELODYSPLASTIC SYNDROMES,3
D460,"REFRACTORY ANAEMIA WITHOUT RING SIDEROBLASTS, SO STATED","REFRACTORY ANAEMIA WITHOUT RING SIDEROBLASTS, SO STATED",4
D461,REFRACTORY ANAEMIA WITH RING SIDEROBLASTS,REFRACTORY ANAEMIA WITH RING SIDEROBLASTS,4
D462,REFRACTORY ANAEMIA WITH EXCESS OF BLASTS [RAEB],REFRACTORY ANAEMIA WITH EXCESS OF BLASTS [RAEB],4
D463,REFRACTORY ANAEMIA WITH EXCESS OF BLASTS WITH TRANSFORMATION,REFRACTORY ANAEMIA WITH EXCESS OF BLASTS WITH TRANSFORMATION,4
D464,"REFRACTORY ANAEMIA, UNSPECIFIED","REFRACTORY ANAEMIA, UNSPECIFIED",4
D465,REFACTORY ANAEMIA WITH MULTI-LINEAGE DYSPLASIA,REFRACTORY ANAEMIA WITH MULTI-LINEAGE DYSPLASIA,4
D466,MYELODYSPLASTIC SYNDROME WITH ISOLATED DEL(5Q) CHROMOSOMAL ABNORMALITY,MYELODYSPLASTIC SYNDROME WITH ISOLATED DEL(5G) CHROMOSOMAL ABNORMALITY,4
D467,OTHER MYELODYSPLASTIC SYNDROMES,OTHER MYELODYSPLASTIC SYNDROMES,4
D469,"MYELODYSPLASTIC SYNDROME, UNSPECIFIED","MYELODYSPLASTIC SYNDROME, UNSPECIFIED",4
D47,OTHER NEO OF UNCERT/UNKN BEHAV OF LYMPHOID/HAEMATOPOIETIC/RELATED TISSUE,"OTHER NEOPLASMS OF UNCERTAIN OR UNKNOWN BEHAVIOUR OF LYMPHOID, HAEMATOPOIETIC AND RELATED TISSUE",3
D470,HISTIOCYTIC AND MAST CELL TUMOURS OF UNCERTAIN AND UNKNOWN BEHAVIOUR,HISTIOCYTIC AND MAST CELL TUMOURS OF UNCERTAIN AND UNKNOWN BEHAVIOUR,4
D471,CHRONIC MYELOPROLIFERATIVE DISEASE,CHRONIC MYELOPROLIFERATIVE DISEASE,4
D472,MONOCLONAL GAMMOPATHY OF UNDETERMINED SIGNIFICANCE (MGUS),MONOCLONAL GAMMOPATHY OF UNDETERMINED SIGNIFICANCE (MGUS),4
D473,ESSENTIAL (HAEMORRHAGIC) THROMBOCYTHAEMIA,ESSENTIAL (HAEMORRHAGIC) THROMBOCYTHAEMIA,4
D474,OSTEOMYELOFIBROSIS,OSTEOMYELOFIBROSIS,4
D475,CHRONIC EOSINOPHILIC LEUKAEMIA [HYPEREOSINOPHILIC SYNDROME],CHRONIC EOSINOPHILIC LEUKAEMIA [HYPEREOSINOPHILIC SYNDROME],4
D477,OTHER SPEC NEO OF UNCERT/UNKN BEHAV OF LYMPHOID/HAEMATOPOIETIC/REL TISSUE,OTHER SPEC NEO OF UNCERT/UNKN BEHAV OF LYMPHOID/HAEMATOPOIETIC/REL TISSUE,4
D479,"NEO OF UNCERT/UNKN BEHAV OF LYMPHOID/HAEMATOPOIETIC/RELATED TISSUE, UNSPEC","NEO OF UNCERT/UNKN BEHAV OF LYMPHOID/HAEMATOPOIETIC/RELATED TISSUE, UNSPEC",4
D48,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR OF OTHER AND UNSPECIFIED SITES,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR OF OTHER AND UNSPECIFIED SITES,3
D480,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, BONE AND ARTICULAR CARTILAGE","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, BONE AND ARTICULAR CARTILAGE",4
D481,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, CONNECTIVE & OTHER SOFT TISSUE","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, CONNECTIVE & OTHER SOFT TISSUE",4
D482,NEO OF UNCERT/UNKNOWN BEHAVIOUR/PERIPHERAL NERVES/AUTONOMIC NERVOUS SYSTEM,NEO OF UNCERT/UNKNOWN BEHAVIOUR/PERIPHERAL NERVES/AUTONOMIC NERVOUS SYSTEM,4
D483,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, RETROPERITONEUM","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, RETROPERITONEUM",4
D484,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, PERITONEUM","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, PERITONEUM",4
D485,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, SKIN","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, SKIN",4
D486,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, BREAST","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, BREAST",4
D487,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, OTHER SPECIFIED SITES","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, OTHER SPECIFIED SITES",4
D489,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, UNSPECIFIED","NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, UNSPECIFIED",4
D50,IRON DEFICIENCY ANAEMIA,IRON DEFICIENCY ANAEMIA,3
D500,IRON DEFICIENCY ANAEMIA SECONDARY TO BLOOD LOSS (CHRONIC),IRON DEFICIENCY ANAEMIA SECONDARY TO BLOOD LOSS (CHRONIC),4
D501,SIDEROPENIC DYSPHAGIA,SIDEROPENIC DYSPHAGIA,4
D508,OTHER IRON DEFICIENCY ANAEMIAS,OTHER IRON DEFICIENCY ANAEMIAS,4
D509,"IRON DEFICIENCY ANAEMIA, UNSPECIFIED","IRON DEFICIENCY ANAEMIA, UNSPECIFIED",4
D51,VITAMIN B12 DEFICIENCY ANAEMIA,VITAMIN B12 DEFICIENCY ANAEMIA,3
D510,VITAMIN B12 DEFICIENCY ANAEMIA DUE TO INTRINSIC FACTOR DEFICIENCY,VITAMIN B12 DEFICIENCY ANAEMIA DUE TO INTRINSIC FACTOR DEFICIENCY,4
D511,VIT B12 DEF ANAEMIA DUE TO SELECTIVE VIT B12 MALABSORP WITH PROTEINURIA,VIT B12 DEF ANAEMIA DUE TO SELECTIVE VIT B12 MALABSORP WITH PROTEINURIA,4
D512,TRANSCOBALAMIN II DEFICIENCY,TRANSCOBALAMIN II DEFICIENCY,4
D513,OTHER DIETARY VITAMIN B12 DEFICIENCY ANAEMIA,OTHER DIETARY VITAMIN B12 DEFICIENCY ANAEMIA,4
D518,OTHER VITAMIN B12 DEFICIENCY ANAEMIAS,OTHER VITAMIN B12 DEFICIENCY ANAEMIAS,4
D519,"VITAMIN B12 DEFICIENCY ANAEMIA, UNSPECIFIED","VITAMIN B12 DEFICIENCY ANAEMIA, UNSPECIFIED",4
D52,FOLATE DEFICIENCY ANAEMIA,FOLATE DEFICIENCY ANAEMIA,3
D520,DIETARY FOLATE DEFICIENCY ANAEMIA,DIETARY FOLATE DEFICIENCY ANAEMIA,4
D521,DRUG-INDUCED FOLATE DEFICIENCY ANAEMIA,DRUG-INDUCED FOLATE DEFICIENCY ANAEMIA,4
